"Demographic data (total population, age groups and race/ethnicity) by census tract were extracted from the 2019 American Community Survey.",,,,,,,,,,,,,,
Census Tract,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,California County,Total Population,Children < 10 years (%),Pop 10-64 years (%),Elderly > 64 years (%),Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other/Multiple (%)
6073007501,9.15,10.97,10-15%,San Diego,4244,4.03,88.27,7.7,15.55,78.16,2.73,0,1.41,2.14
6073007502,6.28,5.31,5-10%,San Diego,3319,7.35,84.03,8.62,10.3,77.37,3.86,0.54,4.22,3.71
6073007600,13.33,21.29,20-25%,San Diego,3978,2.41,82.43,15.16,12.37,78.98,1.23,0,4.95,2.46
6073007701,7.82,8.19,5-10%,San Diego,3673,4.68,82.88,12.44,6.81,77.89,2.34,1.03,5.8,6.13
6073007702,5.79,4.29,1-5% (lowest scores),San Diego,4016,10.61,80.08,9.31,8.22,85.18,0.67,0,4.06,1.87
6073007800,12.02,18.05,15-20%,San Diego,6155,13.03,79.43,7.54,29.46,59.64,2.7,0,3.77,4.44
6073007903,10.79,14.95,10-15%,San Diego,4318,5.84,85.16,9.01,15.77,73.23,1.62,0,7.32,2.06
6073007905,7.16,7.09,5-10%,San Diego,2659,5,89.21,5.79,12.34,83.15,0.56,0.26,1.81,1.88
6073007907,13.04,20.65,20-25%,San Diego,3576,3.27,92.31,4.42,18.68,69.77,0.64,0,2.97,7.94
6073007908,14.32,23.85,20-25%,San Diego,3726,7.97,88.03,4,31.96,61.78,1.29,0,2.44,2.52
6073007910,6.80,6.39,5-10%,San Diego,2937,3.03,87.71,9.26,8.21,81.85,1.02,0,6.3,2.62
6073008002,4.58,2.37,1-5% (lowest scores),San Diego,3004,12.45,71.67,15.88,9.85,83.26,0.6,0.8,1.9,3.6
6073008003,5.87,4.45,1-5% (lowest scores),San Diego,3845,8.66,81.59,9.75,14.17,76.75,0,0,3.28,5.8
6073008006,3.74,1.15,1-5% (lowest scores),San Diego,3903,8.05,78.84,13.12,9.61,82.5,1.28,0,4.97,1.64
6073008101,8.74,10.06,10-15%,San Diego,3760,5.05,76.46,18.48,7.5,87.55,0.51,0,1.84,2.61
6073008102,3.38,0.95,1-5% (lowest scores),San Diego,3413,11.34,70.44,18.22,6.97,82.77,0,0,2.67,7.59
6073008200,7.14,7.02,5-10%,San Diego,2970,7.54,56.87,35.59,10.64,82.32,1.18,0,4.75,1.11
6073008301,3.61,1.10,1-5% (lowest scores),San Diego,2924,8.48,55.78,35.74,11.94,75.41,2.02,0,5.03,5.61
6073008303,4.08,1.68,1-5% (lowest scores),San Diego,3496,5.86,54.69,39.45,8.07,78.6,0.31,0,8.64,4.38
6073008305,14.67,24.72,20-25%,San Diego,1460,16.85,77.6,5.55,26.3,38.42,4.45,0,29.04,1.78
6073008306,7.97,8.43,5-10%,San Diego,3191,12.6,60.58,26.83,8.46,78.82,0,0,5.11,7.62
6073008307,9.84,12.49,10-15%,San Diego,3914,9.07,66.22,24.71,13.31,70.08,2.02,3.91,6.11,4.57
6073008310,4.06,1.61,1-5% (lowest scores),San Diego,5725,14.62,56.84,28.54,14.36,67.41,5.38,0,9.28,3.58
6073008311,1.67,0.13,1-5% (lowest scores),San Diego,2936,11.75,57.94,30.31,8.38,84.43,0.17,0.27,4.12,2.62
6073008312,14.25,23.73,20-25%,San Diego,3528,6.89,61.71,31.41,7.03,76.16,0.96,0,11.42,4.42
6073008313,5.92,4.54,1-5% (lowest scores),San Diego,2214,10.07,61.65,28.27,9.49,74.89,0.72,0,11.56,3.34
6073008324,8.54,9.71,5-10%,San Diego,7226,11.74,65.73,22.53,4.76,77.83,1.83,0,11.1,4.48
6073008327,6.58,5.90,5-10%,San Diego,5881,13.23,73.32,13.45,6.78,67.18,0.71,0,22.16,3.16
6073008328,5.13,3.23,1-5% (lowest scores),San Diego,6440,13.45,75.64,10.92,7.3,48.07,0,0,37.56,7.07
6073008329,5.78,4.26,1-5% (lowest scores),San Diego,7256,17.16,77.51,5.33,9.94,60.89,3.38,0,20.42,5.37
6073008330,6.02,4.66,1-5% (lowest scores),San Diego,5271,14.76,72.42,12.82,5.92,53.1,0.25,0,36.08,4.65
6073008331,3.20,0.81,1-5% (lowest scores),San Diego,2621,13.16,75.62,11.22,9.12,68.64,0,0,16.44,5.8
6073008333,6.25,5.21,5-10%,San Diego,16363,12.86,81.51,5.63,8.24,53.06,0.68,0.58,33.18,4.26
6073008335,7.40,7.45,5-10%,San Diego,10138,13.97,77.64,8.39,11.72,40.99,1.84,1.07,37.89,6.48
6073008336,4.48,2.26,1-5% (lowest scores),San Diego,2423,11.1,75.24,13.66,8.83,64.38,0,1.2,21.29,4.29
6073008337,6.85,6.52,5-10%,San Diego,4660,10.24,74.33,15.43,10.62,53.82,1.18,0,30.17,4.21
6073008339,28.64,56.19,55-60%,San Diego,1987,6.09,91.34,2.57,13.29,51.59,1.51,0,29.39,4.23
6073008340,15.16,25.92,25-30%,San Diego,9762,9.33,83.71,6.96,10.36,45.06,3.67,0,35.8,5.11
6073008341,16.94,30.33,30-35%,San Diego,8348,5.1,83.9,11,6.11,33.04,1.07,0,54.29,5.5
6073008343,9.43,11.51,10-15%,San Diego,5067,8.01,83.4,8.58,18.73,44.62,0.99,0,31.24,4.42
6073008344,7.66,7.99,5-10%,San Diego,3764,8.77,70.59,20.64,9.8,65.86,2.74,1.09,15.38,5.13
6073008345,14.85,25.15,25-30%,San Diego,4012,4.66,67.85,27.49,12.24,69.49,2.34,0,13.61,2.32
6073008346,6.36,5.43,5-10%,San Diego,4910,11.73,74.83,13.44,6.86,44.46,0.43,0,44.78,3.46
6073008347,8.40,9.42,5-10%,San Diego,7480,10.29,76.3,13.41,15.47,26.14,1.66,0.12,47.09,9.53
6073008348,9.92,12.72,10-15%,San Diego,5691,8.08,79.14,12.77,10.72,21.68,2.62,0,56.65,8.33
6073008349,11.97,17.84,15-20%,San Diego,3841,11.48,70.4,18.12,13.04,29.78,2.84,0,49.18,5.15
6073008350,19.09,35.36,35-40%,San Diego,6979,11.22,77.37,11.41,5.99,33.86,2.22,0.29,52.08,5.57
6073008351,15.16,25.90,25-30%,San Diego,4225,8.28,78.6,13.11,8.19,27.34,4.95,0.85,52.8,5.87
6073008352,13.28,21.23,20-25%,San Diego,3687,9.06,78.52,12.42,14.37,29.83,0.76,0,48.3,6.73
6073008353,10.16,13.31,10-15%,San Diego,5133,9.18,71.58,19.25,16.5,29.28,5.59,0.47,43.14,5.03
6073008354,13.69,22.23,20-25%,San Diego,10247,15.93,75.96,8.11,8.56,30.87,4.91,0,48.93,6.73
6073008355,13.55,21.84,20-25%,San Diego,3461,13.46,74.05,12.48,11.04,23.75,6.93,0,51.69,6.59
6073008356,12.78,19.88,15-20%,San Diego,4028,13.41,77.09,9.51,17.01,35.85,7.72,0,38.46,0.97
6073008357,18.32,33.55,30-35%,San Diego,4939,12.21,76.09,11.7,15.04,22.49,3.42,0.26,54.74,4.03
6073008358,20.86,39.73,35-40%,San Diego,7467,6.95,77.88,15.17,19.45,26.53,4.69,0,45,4.34
6073008359,28.65,56.23,55-60%,San Diego,4540,13.41,79.27,7.31,32.2,26.19,3.72,0.18,30.35,7.36
6073008360,22.98,44.45,40-45%,San Diego,6801,12.63,78.55,8.82,21.48,20.07,3.4,0.04,47.38,7.63
6073008361,14.42,24.05,20-25%,San Diego,2634,5.77,83.14,11.09,12.57,46.28,2.81,0,33.52,4.82
6073008362,15.14,25.84,25-30%,San Diego,3414,13.24,73.78,12.98,6.09,72.14,2.52,0,15.96,3.28
6073008363,11.29,16.16,15-20%,San Diego,4997,5.32,91.9,2.78,15.13,30.94,0,0,51.37,2.56
6073008364,10.06,13.09,10-15%,San Diego,6031,4.99,89.49,5.52,12.77,41.24,1.09,0.41,42,2.49
6073008365,8.26,9.06,5-10%,San Diego,3007,11.27,75.66,13.07,4.89,50.22,0.7,0.3,37.15,6.75
6073008366,8.24,9.01,5-10%,San Diego,6753,10.42,83.21,6.37,6.71,49.43,0,0,36.3,7.57
6073008501,5.22,3.40,1-5% (lowest scores),San Diego,5969,15.11,71.74,13.15,16.97,71.2,0,0,5.85,5.98
6073008502,15.13,25.83,25-30%,San Diego,7345,11.16,76.68,12.16,26.48,59.07,0.98,0.04,7.95,5.47
6073008503,22.60,43.49,40-45%,San Diego,6933,7.7,74.48,17.81,30.9,58.78,0,0,6.42,3.91
6073008504,15.98,27.76,25-30%,San Diego,6526,11.69,72.89,15.42,21.05,64.48,2.5,0,8.73,3.23
6073008505,27.72,54.35,50-55%,San Diego,6388,11.08,75.58,13.34,28.69,43.68,3.15,0,21.32,3.16
6073008506,23.69,45.88,45-50%,San Diego,4620,9.57,77.58,12.86,24,55.11,2.36,0,17.01,1.52
6073008507,25.15,49.08,45-50%,San Diego,7812,10.25,75.59,14.16,21.85,44.55,7.68,0,23.54,2.38
6073008509,21.57,41.23,40-45%,San Diego,7369,9.42,74.69,15.89,20.95,51.69,6.89,0,16.55,3.92
6073008510,25.58,50.04,50-55%,San Diego,7083,10.76,74.59,14.65,23.1,46.69,4.19,0,21.51,4.52
6073008511,27.18,53.42,50-55%,San Diego,4989,4.27,89.34,6.39,28.74,41.63,2.39,0,24.84,2.41
6073008512,9.39,11.38,10-15%,San Diego,4829,8.45,72.15,19.4,15.59,69.27,1.66,0,9.7,3.79
6073008513,9.70,12.22,10-15%,San Diego,2828,12.31,68.28,19.41,11.63,68.35,2.26,0,13.3,4.46
6073008600,31.68,61.76,60-65%,San Diego,7378,11.56,79.38,9.05,49.09,21.89,6.42,1.03,17.62,3.94
6073008701,17.18,30.71,30-35%,San Diego,3192,14.91,77.94,7.14,19.64,44.11,7.68,0,20.9,7.68
6073008702,29.23,57.30,55-60%,San Diego,5320,4.45,80.24,15.3,30.92,46.8,6.11,0.17,9.23,6.77
6073008800,32.34,63.06,60-65%,San Diego,7217,13.57,75.67,10.77,35.4,14.78,6.42,0,41.14,2.26
6073008901,25.46,49.77,45-50%,San Diego,5686,8.81,81.99,9.2,30.18,46.45,5.7,0.26,14.58,2.83
6073008902,20.19,37.96,35-40%,San Diego,2231,5.15,83.55,11.3,24.16,60.6,6.1,0,4.98,4.17
6073009000,21.79,41.77,40-45%,San Diego,4979,8.82,82.83,8.36,55.09,27.94,2.53,0.4,9.78,4.26
6073009101,15.82,27.38,25-30%,San Diego,6153,7.83,71.83,20.33,11.7,78.77,1.85,0,2.96,4.71
6073009102,18.22,33.31,30-35%,San Diego,3660,6.67,78.93,14.4,24.73,56.17,5.25,0.27,10.66,2.92
6073009103,12.34,18.86,15-20%,San Diego,4157,9.72,69.76,20.52,16.21,75.37,0.55,2.19,2.69,2.98
6073009104,10.39,13.80,10-15%,San Diego,3194,8.11,72.26,19.63,17.6,74.01,0.97,0,4.26,3.16
6073009106,20.24,38.07,35-40%,San Diego,5112,3.78,89.85,6.38,24.75,60.13,3.62,0.37,7.36,3.78
6073009107,14.86,25.18,25-30%,San Diego,5095,5.28,85.32,9.4,17.66,67.58,3.14,0.16,7.91,3.55
6073009201,34.78,67.21,65-70%,San Diego,5745,18.57,74.12,7.31,20.78,36.36,17.16,0.24,22.07,3.38
6073009202,13.39,21.42,20-25%,San Diego,7034,10.53,76.19,13.28,20.26,54.05,4.66,0.7,12.87,7.46
6073009301,20.58,39.02,35-40%,San Diego,4935,10.7,78.4,10.9,20.02,52.66,2.21,0,18.78,6.32
6073009304,25.19,49.18,45-50%,San Diego,9191,9.34,82.87,7.79,23.19,60,4.59,0.26,8.65,3.31
6073009305,12.28,18.67,15-20%,San Diego,4530,8.87,78.61,12.52,17.77,56.91,6.29,0,10.15,8.87
6073009306,25.27,49.39,45-50%,San Diego,6308,11.51,77.69,10.8,13.98,50.86,5.33,1.09,22.75,5.99
6073009400,26.43,51.75,50-55%,San Diego,4356,14.97,85.03,0,31.66,48.85,7.97,2.09,2.87,6.57
6073009502,10.32,13.74,10-15%,San Diego,4216,13.5,70.3,16.2,11.46,63.05,4.46,0.4,17.22,3.42
6073009504,8.73,10.05,10-15%,San Diego,6455,15.77,71.65,12.58,13.01,61.02,5.14,0,17.91,2.91
6073009505,5.71,4.11,1-5% (lowest scores),San Diego,7124,10.22,72.22,17.56,10.82,57.76,2.85,0,24.77,3.79
6073009506,5.28,3.53,1-5% (lowest scores),San Diego,4681,14.85,67.44,17.71,14.08,63.94,2.99,0,8.78,10.21
6073009507,6.88,6.54,5-10%,San Diego,3873,12.26,72.04,15.7,16.83,61.97,4.23,0,9.25,7.72
6073009509,17.71,32.09,30-35%,San Diego,4883,10.3,85.5,4.2,13.66,52.28,4.2,0,22.28,7.58
6073009510,20.92,39.86,35-40%,San Diego,5049,39.12,60.49,0.4,32.01,47.06,11.92,0,4.18,4.83
6073009511,15.22,26.07,25-30%,San Diego,4413,36.42,62.81,0.77,29.07,54.32,6.21,0.63,0.29,9.47
6073009602,11.61,16.83,15-20%,San Diego,4174,9.68,69.67,20.65,18.45,68.18,4.17,0.65,5.89,2.66
6073009603,15.59,26.88,25-30%,San Diego,5544,8.33,81.11,10.55,27.02,42.71,12.75,0,11.45,6.06
6073009604,19.89,37.27,35-40%,San Diego,3628,11.74,75.14,13.12,25.41,56.34,8.6,0.55,4.33,4.77
6073009703,5.63,4.00,1-5% (lowest scores),San Diego,3494,14.88,65.68,19.43,25.36,65.97,0.63,0.14,4.7,3.21
6073009704,6.40,5.48,5-10%,San Diego,5868,10.12,67.6,22.27,15.56,66.75,4.06,0,10.14,3.49
6073009705,6.66,6.05,5-10%,San Diego,4232,12.05,70.49,17.46,16.9,67.06,5.01,0,6.88,4.16
6073009706,8.20,8.95,5-10%,San Diego,7880,15.23,61.84,22.93,15.56,73.16,3.52,0.57,4.49,2.7
6073009801,7.30,7.32,5-10%,San Diego,5194,9.61,67.14,23.26,14.17,72.99,2.56,0,5.49,4.79
6073009802,19.11,35.40,35-40%,San Diego,6715,12.38,73.79,13.83,24.36,60.55,6.48,0,6.94,1.67
6073009804,7.97,8.46,5-10%,San Diego,5286,12.47,65.49,22.04,15.53,74.25,1.23,0,5.77,3.22
6073009805,6.93,6.64,5-10%,San Diego,5025,11.02,68,20.98,14.17,73.09,2.09,0.3,6.15,4.2
6073009901,NA,NA,NA,San Diego,767,2.09,97.91,0,20.99,57.24,12.52,0,6.65,2.61
6073009902,NA,NA,NA,San Diego,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6073010001,27.41,53.76,50-55%,San Diego,4991,12.1,74.35,13.54,65.38,15.35,4.11,0.18,12.92,2.06
6073010003,29.24,57.34,55-60%,San Diego,6081,12.19,68.89,18.93,66.57,8.63,1.99,0,20.96,1.84
6073010004,25.25,49.36,45-50%,San Diego,5218,9.6,75.12,15.27,81.89,5.27,1.28,0,10.67,0.88
6073010005,33.92,65.67,65-70%,San Diego,7803,15.8,70.68,13.52,93.32,3.29,0.45,0,2.69,0.24
6073010009,39.83,74.74,70-75%,San Diego,6978,19.23,76.12,4.64,93.39,1.69,2.21,0,2.71,0
6073010010,28.00,54.95,50-55%,San Diego,5431,10.26,67.19,22.56,77.44,8.64,2.3,0,11.05,0.57
6073010011,17.13,30.65,30-35%,San Diego,4134,13.96,72.69,13.35,66.04,7.43,10.81,0,13.26,2.47
6073010012,33.81,65.56,65-70%,San Diego,5199,16.14,76.05,7.81,96.88,0.77,0.42,0.13,0.67,1.12
6073010013,45.66,82.78,80-85%,San Diego,5670,13.69,75.36,10.95,96.51,2.19,1.18,0,0.12,0
6073010014,29.31,57.45,55-60%,San Diego,18854,10.96,80.22,8.82,50.39,17.63,10.83,0.32,19.41,1.42
6073010015,29.20,57.27,55-60%,San Diego,3821,13.74,78.75,7.51,78.64,6.6,4.4,0,9.81,0.55
6073010103,33.69,65.29,65-70%,San Diego,6284,10.39,81.48,8.13,74.95,15.6,2.96,0.35,3.74,2.4
6073010104,31.16,60.97,60-65%,San Diego,3758,9.5,77.94,12.56,53.62,20.7,8.65,0,14.53,2.5
6073010106,30.12,58.94,55-60%,San Diego,5815,14.74,72.73,12.54,86.88,7.1,0.6,0,3.82,1.6
6073010107,25.73,50.44,50-55%,San Diego,7188,11.49,76.31,12.2,73.08,12.02,3.69,0,9.86,1.35
6073010109,32.35,63.10,60-65%,San Diego,5341,9.51,75.23,15.26,79.61,8.44,3.43,0,6.18,2.34
6073010110,34.61,66.92,65-70%,San Diego,7871,12.13,75.75,12.12,64.63,14.61,1.11,0,15.42,4.23
6073010111,40.93,76.53,75-80%,San Diego,3230,11.98,75.63,12.38,92.14,5.7,0.93,0,0.74,0.5
6073010112,31.47,61.43,60-65%,San Diego,5683,17.09,76.09,6.83,84.37,6.92,4.45,0,2.8,1.46
6073010200,29.82,58.32,55-60%,San Diego,7155,14.51,72.47,13.03,35.77,39.18,6.22,1.2,9.8,7.84
6073010300,34.00,65.81,65-70%,San Diego,4485,12.75,73.42,13.82,44.75,42.97,0.71,0,8.49,3.08
6073010401,24.04,46.84,45-50%,San Diego,2542,12.9,75.3,11.8,62.79,28.09,3.58,0.24,0.67,4.64
6073010402,32.10,62.56,60-65%,San Diego,6131,14.34,77.51,8.16,66.74,15.15,4.01,0.55,10.63,2.9
6073010501,27.86,54.64,50-55%,San Diego,1547,8.14,73.56,18.29,39.04,54.49,0,0,4.27,2.2
6073010502,34.07,65.97,65-70%,San Diego,5455,16.37,75.07,8.56,56.79,21.76,8.43,0.7,8.8,3.52
6073010601,6.95,6.68,5-10%,San Diego,2153,5.11,55.13,39.76,17.32,74.5,1.49,0.84,3.48,2.37
6073010800,7.91,8.32,5-10%,San Diego,2736,10.64,69.01,20.36,11.84,82.64,0,0.29,2.34,2.89
6073010900,5.93,4.55,1-5% (lowest scores),San Diego,2224,6.97,65.78,27.25,8.72,83.72,3.73,0,1.71,2.11
6073011000,6.83,6.45,5-10%,San Diego,3567,6.73,68.1,25.18,15.92,78.89,0.14,0,3.81,1.23
6073011100,12.36,18.89,15-20%,San Diego,4807,9.82,69.92,20.26,10.9,80.59,0.25,0.67,3.33,4.26
6073011300,NA,NA,NA,San Diego,2467,1.95,98.05,0,27.93,48.8,16.98,0.49,4.58,1.22
6073011601,47.66,85.09,85-90%,San Diego,5470,16.4,76.76,6.84,84.99,2.47,1.86,0,8.44,2.23
6073011602,47.42,84.91,80-85%,San Diego,3900,13.31,77.74,8.95,77.92,9.56,7.64,0.21,4.44,0.23
6073011700,49.07,86.81,85-90%,San Diego,6078,7.95,68.43,23.63,56.91,12.04,3.47,0.61,25.86,1.1
6073011801,47.45,84.93,80-85%,San Diego,4169,10.67,77.74,11.59,75.51,8.16,2.61,0,12.52,1.2
6073011802,47.31,84.78,80-85%,San Diego,7401,13.05,77.15,9.8,72.52,7.49,1.68,0,17.73,0.59
6073011902,31.22,61.12,60-65%,San Diego,5673,7.77,66.7,25.52,60.13,14.74,3.49,0,20.69,0.95
6073012002,37.35,71.13,70-75%,San Diego,3548,7.36,70.24,22.41,40.78,5.13,4.54,0.42,47.27,1.86
6073012003,34.82,67.27,65-70%,San Diego,3336,13.61,73.23,13.16,62.26,7.22,1.26,0,27.01,2.25
6073012101,37.87,71.87,70-75%,San Diego,2104,15.4,68.25,16.35,69.44,10.6,0.86,0.38,15.59,3.14
6073012102,43.50,80.13,80-85%,San Diego,3385,14.27,69.84,15.89,76.57,9.25,1.54,0,11.55,1.09
6073012200,35.44,68.36,65-70%,San Diego,3657,9.71,77.47,12.82,76.67,10.45,2.41,0,7.76,2.71
6073012302,26.43,51.78,50-55%,San Diego,1708,19.09,59.6,21.31,69.2,22.54,2.52,0,5.44,0.29
6073012303,27.79,54.49,50-55%,San Diego,3242,5.8,68.38,25.82,56.57,30.57,3.3,0.65,6.66,2.25
6073012304,28.81,56.59,55-60%,San Diego,3696,13.28,75.54,11.17,62.42,27.57,2.92,0.32,4.57,2.19
6073012401,38.59,73.03,70-75%,San Diego,3539,10.77,77.39,11.84,68.41,17.63,3.25,0,6.22,4.49
6073012402,43.98,80.77,80-85%,San Diego,5107,12.24,75.17,12.59,75.64,15.72,3.58,0.61,3.13,1.31
6073012501,52.53,90.54,90-95%,San Diego,3283,16.2,68.87,14.93,81.21,12.46,1.01,0.27,5.06,0
6073012502,51.30,89.23,85-90%,San Diego,4330,20.14,73.65,6.21,76.4,12.61,3.16,0,6.61,1.22
6073012600,43.62,80.28,80-85%,San Diego,4798,10.4,78.22,11.38,77.78,11.73,3.31,0,6.34,0.83
6073012700,40.11,75.13,75-80%,San Diego,4868,9.12,79.25,11.63,76.83,12.84,4.6,0,4.19,1.54
6073012800,26.42,51.74,50-55%,San Diego,4406,9.92,74.19,15.89,71.49,21.81,0.75,0,4.33,1.61
6073012900,17.65,31.95,30-35%,San Diego,3471,9.77,75.28,14.95,59.87,26.48,3.31,0,6.05,4.29
6073013000,27.22,53.49,50-55%,San Diego,6061,15.9,70.35,13.74,68.85,20.36,4.29,0,4.97,1.53
6073013102,26.54,52.08,50-55%,San Diego,6385,12.2,75.85,11.95,76.59,10.81,3.56,0,8.85,0.2
6073013103,40.96,76.61,75-80%,San Diego,2506,9.58,77.57,12.85,73.54,14.25,4.87,0,5.63,1.72
6073013104,32.09,62.54,60-65%,San Diego,6473,14.43,76.77,8.81,83.15,8.48,3.97,0,0.45,3.95
6073013203,31.88,62.18,60-65%,San Diego,5992,9.86,72.45,17.69,84.48,5.32,0.5,0,9.7,0
6073013204,39.48,74.13,70-75%,San Diego,3970,11.84,74.61,13.55,84.74,9.75,0.38,0,5.14,0
6073013205,47.05,84.56,80-85%,San Diego,2431,16.41,75.65,7.94,91.77,3.33,1.44,0,2.38,1.07
6073013206,33.42,64.83,60-65%,San Diego,7185,12.93,67.32,19.75,81.64,9.73,2.32,0.01,6.29,0
6073013301,26.16,51.25,50-55%,San Diego,5205,12.93,74.58,12.49,61.77,23.61,2.71,0,9.8,2.11
6073013302,26.76,52.51,50-55%,San Diego,4773,9.32,73.04,17.64,75.13,19.78,1.72,0.23,2.68,0.46
6073013303,30.19,59.08,55-60%,San Diego,5111,11.92,71.45,16.63,71.79,16.98,3.35,0.1,5.93,1.86
6073013306,34.97,67.54,65-70%,San Diego,4517,13.99,77.35,8.66,71.62,9.65,6.13,0,10.8,1.79
6073013307,42.77,79.12,75-80%,San Diego,4780,13.66,71.74,14.6,79.94,10.44,0.73,0,7.85,1.05
6073013308,38.76,73.16,70-75%,San Diego,3669,16.14,75.72,8.15,78.03,8.48,5.07,0,7.88,0.55
6073013309,28.60,56.08,55-60%,San Diego,6733,10.66,75.81,13.53,64.37,23.48,0.49,0,10.26,1.4
6073013310,21.39,40.86,40-45%,San Diego,31118,15.83,75.23,8.94,47.89,13.47,3.12,0.01,32.69,2.84
6073013311,11.82,17.37,15-20%,San Diego,11136,12.5,78.38,9.12,51.28,15.08,4.93,0,25.83,2.89
6073013312,33.88,65.63,65-70%,San Diego,2549,11.18,76.62,12.2,73.64,12.91,6.59,0.43,4.39,2.04
6073013313,17.52,31.62,30-35%,San Diego,19689,17.59,75.24,7.17,40.2,15.03,7.44,0,33.28,4.06
6073013314,14.97,25.48,25-30%,San Diego,22349,18.3,75.2,6.5,48.19,13.35,5.25,0.1,22.05,11.07
6073013401,30.28,59.27,55-60%,San Diego,4374,14.33,67.63,18.04,60.91,32.81,0,0,5.92,0.37
6073013409,33.31,64.61,60-65%,San Diego,5421,11.4,69.8,18.8,54.82,30.25,4.45,0,8.63,1.84
6073013410,8.78,10.15,10-15%,San Diego,7827,14.83,73,12.16,45.74,24.66,5.43,0,18.42,5.75
6073013411,9.29,11.16,10-15%,San Diego,5160,10.83,66.01,23.16,44.73,32.64,3.08,0,14.94,4.61
6073013412,15.30,26.20,25-30%,San Diego,4691,9.76,70.88,19.36,49.69,33.53,3.97,0,11.19,1.62
6073013414,14.68,24.74,20-25%,San Diego,7428,8.68,74.76,16.56,42.29,26.25,5.24,0,22.33,3.89
6073013415,11.28,16.14,15-20%,San Diego,1302,6.22,75.58,18.2,55.45,26.65,2,0,12.44,3.46
6073013416,7.96,8.41,5-10%,San Diego,4261,10.73,73.6,15.68,46.82,28.28,9.67,0,12.46,2.77
6073013417,7.87,8.28,5-10%,San Diego,2071,8.5,70.64,20.86,48.09,20.91,8.64,0.29,19.31,2.75
6073013418,9.67,12.18,10-15%,San Diego,6698,11.68,73.47,14.86,63.38,16.09,2.75,0,14.34,3.43
6073013419,8.09,8.74,5-10%,San Diego,8876,15.47,75.02,9.51,54.41,17.8,6.28,0,15.48,6.04
6073013420,14.45,24.17,20-25%,San Diego,3468,11.76,77.08,11.16,32.3,23.85,8.07,0,30.63,5.16
6073013421,14.34,23.93,20-25%,San Diego,4488,13.79,72.39,13.81,41.71,22.13,6.02,0,25.04,5.1
6073013503,19.42,35.97,35-40%,San Diego,6265,12.87,71.32,15.82,42.03,34.08,14.19,0.81,5.32,3.58
6073013504,12.91,20.27,20-25%,San Diego,3789,7.28,78.28,14.44,28.11,38.85,11.01,0.18,13.04,8.81
6073013505,16.06,28.00,25-30%,San Diego,5676,14.71,70.47,14.82,25.39,44.84,17.02,0.6,4.23,7.93
6073013506,18.15,33.04,30-35%,San Diego,4103,16.52,73.09,10.38,50.48,33.71,5.34,0.05,8.26,2.17
6073013601,14.42,24.07,20-25%,San Diego,5799,14,70.15,15.85,34.71,46.28,9.59,0,4.52,4.9
6073013604,9.87,12.57,10-15%,San Diego,6636,10.53,74.62,14.84,20.16,66.71,4.96,0,3.03,5.14
6073013605,9.92,12.75,10-15%,San Diego,6227,8.21,71.64,20.15,18.87,74.45,0.58,0,3.2,2.91
6073013606,11.96,17.83,15-20%,San Diego,6480,9.6,69.63,20.77,19.31,62.84,4.74,0,4.72,8.4
6073013701,8.39,9.40,5-10%,San Diego,2433,4.32,70.86,24.83,18.17,69.09,5.96,0,4.52,2.26
6073013702,27.70,54.32,50-55%,San Diego,5528,15.23,73.06,11.7,39.16,36.16,12.74,0,6.5,5.45
6073013801,16.96,30.40,30-35%,San Diego,4946,15.39,70.72,13.89,30.93,39.1,17.69,0.95,8.35,2.97
6073013802,28.66,56.24,55-60%,San Diego,3523,20.83,73.6,5.56,55.58,21.29,16.69,0.23,2.3,3.92
6073013903,28.87,56.72,55-60%,San Diego,4299,11.3,67.67,21.03,41.57,29.96,9.56,0,15.49,3.42
6073013905,10.65,14.54,10-15%,San Diego,3897,9.34,79.27,11.39,29.28,36.85,13.93,0,12.42,7.52
6073013906,23.70,45.93,45-50%,San Diego,5291,15.78,70.5,13.72,35.14,32.19,13.68,1.17,12.23,5.59
6073013907,23.23,44.98,40-45%,San Diego,4670,18.91,72.36,8.74,70.94,13.4,9.49,0,6,0.17
6073013908,27.90,54.77,50-55%,San Diego,4120,13.83,78.59,7.57,60,16,7.89,0.1,11.92,4.1
6073013909,14.55,24.47,20-25%,San Diego,5068,12.31,74.37,13.32,53.79,26.93,5.51,0,10.54,3.24
6073014001,30.47,59.58,55-60%,San Diego,4500,7.13,79,13.87,39.78,33.58,11.18,0,10.2,5.27
6073014002,19.39,35.92,35-40%,San Diego,5051,12.83,73.97,13.21,47,27.58,12.49,0,9.03,3.9
6073014101,26.58,52.17,50-55%,San Diego,3370,15.25,70.27,14.48,46.11,38.69,4.45,0,6.05,4.69
6073014102,20.35,38.39,35-40%,San Diego,4198,8.62,73.01,18.37,42.73,9.86,28.78,0,13.53,5.1
6073014200,31.03,60.67,60-65%,San Diego,6513,11.21,76.55,12.24,43.9,26.32,14.97,0.09,11.36,3.36
6073014300,40.70,76.12,75-80%,San Diego,4131,10.24,79.81,9.95,57.95,28.2,7.21,0.19,5.2,1.23
6073014400,49.87,87.71,85-90%,San Diego,4412,17.68,66.32,16,49.46,12.22,27.04,0,2.1,9.18
